profile id;#friends;#following;#community;age;#postshared;#urlshared;#photos/videos;fpurls;fpphotos/videos;avgcomment/post;likes/post;tags/post;#tags/post;Label
249;1500;1490;25.0;1520.0;1450.0;56.0;1440.0;0.039;0.993;325.0;456.0;45.0;18.0;0.0
250;1330;1220;48.0;1350.0;1250.0;85.0;1230.0;0.068;0.984;963.0;875.0;46.0;18.0;0.0
251;1236;1190;54.0;1250.0;1240.0;58.0;1238.0;0.047;0.998;895.0;693.0;46.0;17.0;0.0
252;950;940;53.0;960.0;956.0;11.0;954.0;0.012;0.998;258.0;369.0;43.0;14.0;0.0
253;1150;1130;56.0;1170.0;1158.0;13.0;1153.0;0.011;0.996;321.0;456.0;48.0;17.0;0.0
254;1054;1051;58.0;1060.0;1056.0;15.0;1048.0;0.014;0.992;485.0;785.0;38.0;18.0;0.0
255;852;845;45.0;870.0;860.0;16.0;855.0;0.019;0.994;357.0;452.0;23.0;16.0;0.0
256;963;954;46.0;980.0;970.0;18.0;956.0;0.019;0.986;486.0;62.0;24.0;15.0;0.0
257;975;964;34.0;1000.0;980.0;20.0;979.0;0.02;0.999;246.0;624.0;26.0;14.0;0.0
258;556;612;33.0;656.0;640.0;21.0;633.0;0.033;0.989;456.0;148.0;24.0;16.0;0.0
259;650;640;35.0;670.0;650.0;22.0;644.0;0.034;0.991;369.0;546.0;25.0;17.0;0.0
260;1458;1440;36.0;1480.0;1475.0;23.0;1469.0;0.016;0.996;157.0;269.0;26.0;18.0;0.0
261;1369;1330;37.0;1420.0;1390.0;25.0;1379.0;0.018;0.992;659.0;748.0;27.0;19.0;0.0
262;1379;1369;39.0;1430.0;1399.0;26.0;1380.0;0.019;0.986;265.0;325.0;28.0;20.0;0.0
263;1156;1140;40.0;1201.0;1200.0;27.0;1199.0;0.022;0.999;147.0;258.0;29.0;10.0;0.0
264;1087;1060;41.0;1101.0;1088.0;28.0;1077.0;0.026;0.99;369.0;256.0;30.0;11.0;0.0
265;1254;1233;42.0;1302.0;1260.0;29.0;1240.0;0.023;0.984;154.0;126.0;40.0;12.0;0.0
266;1178;1120;43.0;1292.0;1190.0;30.0;1180.0;0.025;0.992;265.0;215.0;41.0;13.0;0.0
267;1180;1150;44.0;1205.0;1195.0;31.0;1185.0;0.026;0.992;458.0;965.0;42.0;14.0;0.0
268;1232;1198;45.0;1254.0;1220.0;32.0;1210.0;0.026;0.992;417.0;564.0;43.0;15.0;0.0
269;1245;1220;46.0;1260.0;1180.0;33.0;1178.0;0.028;0.998;265.0;365.0;44.0;16.0;0.0
270;1265;1245;47.0;1270.0;1190.0;34.0;1178.0;0.029;0.99;956.0;895.0;45.0;17.0;0.0
271;1045;1032;48.0;1102.0;1105.0;35.0;1100.0;0.032;0.995;258.0;369.0;46.0;18.0;0.0
272;1456;1410;49.0;1469.0;1390.0;36.0;1350.0;0.026;0.971;325.0;452.0;47.0;19.0;0.0
273;1250;1247;50.0;1302.0;1156.0;37.0;1140.0;0.032;0.986;789.0;456.0;48.0;20.0;0.0
274;958;900;20.0;1010.0;950.0;38.0;940.0;0.04;0.989;965.0;123.0;49.0;1.0;0.0
275;999;950;21.0;1100.0;1000.0;39.0;998.0;0.039;0.998;369.0;258.0;50.0;2.0;0.0
276;854;840;22.0;910.0;900.0;40.0;860.0;0.044;0.956;265.0;418.0;30.0;3.0;0.0
277;905;880;23.0;930.0;950.0;41.0;939.0;0.043;0.988;958.0;589.0;31.0;4.0;0.0
278;1021;998;24.0;1102.0;1150.0;42.0;1140.0;0.037;0.991;258.0;963.0;32.0;5.0;0.0
279;1253;1110;25.0;1300.0;1105.0;43.0;1098.0;0.039;0.994;852.0;956.0;33.0;1.0;0.0
280;1456;1236;26.0;1500.0;1210.0;44.0;1206.0;0.036;0.997;789.0;456.0;34.0;2.0;0.0
281;1502;1485;27.0;1550.0;1450.0;45.0;1440.0;0.031;0.993;854.0;654.0;35.0;3.0;0.0
282;1490;1470;28.0;1550.0;1440.0;46.0;1430.0;0.032;0.993;478.0;369.0;36.0;4.0;0.0
283;1230;1235;29.0;1356.0;1260.0;47.0;1250.0;0.037;0.992;236.0;235.0;37.0;5.0;0.0
284;789;770;30.0;800.0;760.0;48.0;740.0;0.063;0.974;125.0;215.0;39.0;2.0;0.0
285;852;800;31.0;900.0;780.0;50.0;750.0;0.064;0.962;147.0;214.0;40.0;1.0;0.0
286;765;740;32.0;850.0;802.0;20.0;799.0;0.025;0.996;236.0;456.0;41.0;3.0;0.0
287;856;810;33.0;900.0;789.0;31.0;779.0;0.039;0.987;245.0;246.0;12.0;4.0;0.0
288;1235;1200;34.0;1200.0;1250.0;21.0;1520.0;0.017;1.216;236.0;256.0;13.0;5.0;0.0
289;1456;1430;35.0;1230.0;1330.0;32.0;1310.0;0.024;0.985;745.0;258.0;14.0;1.0;0.0
290;1110;1080;36.0;1602.0;1250.0;33.0;1240.0;0.026;0.992;741.0;2564.0;12.0;18.0;0.0
291;1230;1202;37.0;1203.0;1205.0;34.0;1198.0;0.028;0.994;564.0;245.0;13.0;19.0;0.0
292;1150;1050;38.0;1245.0;1044.0;35.0;1035.0;0.034;0.991;326.0;125.0;14.0;20.0;0.0
293;1520;1025;40.0;1256.0;1025.0;36.0;1023.0;0.035;0.998;236.0;147.0;15.0;18.0;0.0
294;1562;1452;41.0;1365.0;1402.0;35.0;1325.0;0.025;0.945;145.0;321.0;16.0;16.0;0.0
295;1560;1450;17.0;1396.0;1440.0;36.0;1460.0;0.025;1.014;123.0;456.0;17.0;17.0;0.0
296;1230;1201;18.0;1102.0;1099.0;37.0;1088.0;0.034;0.99;236.0;456.0;18.0;15.0;0.0
297;1256;1235;19.0;1189.0;1026.0;38.0;1058.0;0.037;1.031;254.0;456.0;19.0;16.0;0.0
298;1325;1299;20.0;1250.0;1102.0;39.0;1025.0;0.035;0.93;145.0;125.0;20.0;17.0;0.0
299;1440;1320;25.0;1300.0;1290.0;40.0;1109.0;0.031;0.86;236.0;123.0;25.0;14.0;0.0
300;1465;1420;26.0;1298.0;1289.0;25.0;1200.0;0.019;0.931;125.0;456.0;26.0;15.0;0.0
301;1582;1652;52.0;1489.0;1450.0;58.0;1440.0;0.04;0.993;455.0;789.0;30.0;16.0;0.0
302;1600;1670;56.0;1450.0;1430.0;38.0;1398.0;0.027;0.978;258.0;369.0;31.0;17.0;0.0
303;1854;1985;58.0;1489.0;1450.0;45.0;1420.0;0.031;0.979;235.0;456.0;33.0;18.0;0.0
304;1320;1450;54.0;1492.0;1436.0;46.0;1410.0;0.032;0.982;456.0;258.0;35.0;19.0;0.0
305;1850;1950;56.0;1480.0;1450.0;46.0;1420.0;0.032;0.979;145.0;458.0;36.0;20.0;0.0
306;1456;1506;54.0;1365.0;1340.0;36.0;1330.0;0.027;0.993;487.0;985.0;37.0;11.0;0.0
307;1564;1600;55.0;1450.0;1400.0;37.0;1398.0;0.026;0.999;963.0;458.0;38.0;12.0;0.0
308;1465;1490;56.0;1390.0;1350.0;38.0;1330.0;0.028;0.985;852.0;547.0;39.0;14.0;0.0
309;1470;1500;57.0;1450.0;1400.0;39.0;1390.0;0.028;0.993;365.0;458.0;40.0;15.0;0.0
310;1500;1600;25.0;1485.0;1441.0;40.0;1420.0;0.028;0.985;254.0;256.0;41.0;16.0;0.0
311;1587;1590;26.0;1456.0;1435.0;41.0;1422.0;0.029;0.991;251.0;253.0;42.0;17.0;0.0
312;1545;1550;28.0;1350.0;1330.0;42.0;1320.0;0.032;0.992;412.0;214.0;43.0;18.0;0.0
313;1620;1752;29.0;1400.0;1399.0;43.0;1380.0;0.031;0.986;278.0;365.0;44.0;19.0;0.0
314;1750;1850;30.0;1500.0;1498.0;45.0;1501.0;0.03;1.002;265.0;256.0;45.0;20.0;0.0
315;1980;1990;31.0;1450.0;1420.0;46.0;1410.0;0.032;0.993;241.0;789.0;46.0;19.0;0.0
316;1250;1350;32.0;1480.0;1450.0;47.0;1430.0;0.032;0.986;458.0;654.0;47.0;20.0;0.0
317;1789;1897;33.0;1350.0;1330.0;48.0;1420.0;0.036;1.068;457.0;124.0;48.0;15.0;0.0
318;1850;1840;34.0;1480.0;1450.0;49.0;1410.0;0.034;0.972;458.0;123.0;49.0;16.0;0.0
319;1750;1824;35.0;1450.0;1425.0;50.0;1380.0;0.035;0.968;546.0;542.0;45.0;14.0;0.0
320;1652;1550;36.0;1430.0;1420.0;37.0;1410.0;0.026;0.993;789.0;987.0;46.0;12.0;0.0
321;1580;1650;37.0;1480.0;1450.0;38.0;1440.0;0.026;0.993;456.0;564.0;47.0;13.0;0.0
322;1850;1950;38.0;1450.0;1400.0;39.0;1390.0;0.028;0.993;145.0;156.0;48.0;14.0;0.0
323;1950;1900;39.0;1400.0;1398.0;45.0;1365.0;0.032;0.976;456.0;654.0;49.0;15.0;0.0
324;1220;1350;45.0;1250.0;1450.0;46.0;1421.0;0.032;0.98;214.0;236.0;50.0;16.0;0.0
325;1780;1850;46.0;1564.0;1520.0;47.0;1498.0;0.031;0.986;654.0;546.0;41.0;17.0;0.0
326;1850;1800;47.0;1489.0;1472.0;48.0;1460.0;0.033;0.992;546.0;465.0;42.0;18.0;0.0
327;1950;1900;48.0;1460.0;1450.0;49.0;1440.0;0.034;0.993;541.0;457.0;43.0;19.0;0.0
329;1520;1565;46.0;1430.0;1420.0;36.0;1410.0;0.025;0.993;256.0;325.0;46.0;14.0;0.0
330;1650;1750;47.0;1450.0;1420.0;37.0;1410.0;0.026;0.993;325.0;215.0;47.0;10.0;0.0
331;1850;1950;48.0;1425.0;1410.0;38.0;1390.0;0.027;0.986;789.0;987.0;48.0;11.0;0.0
332;1452;1542;49.0;1365.0;1340.0;39.0;1330.0;0.029;0.993;875.0;575.0;49.0;12.0;0.0
333;1564;1654;38.0;1450.0;1400.0;54.0;1390.0;0.039;0.993;254.0;546.0;25.0;13.0;0.0
334;1254;1350;39.0;1460.0;1400.0;56.0;1380.0;0.04;0.986;245.0;254.0;26.0;14.0;0.0
335;1354;1556;40.0;1396.0;1350.0;57.0;1340.0;0.042;0.993;654.0;546.0;27.0;15.0;0.0
336;1698;1769;41.0;1450.0;1436.0;40.0;1420.0;0.028;0.989;548.0;854.0;28.0;16.0;0.0
337;1769;1850;42.0;1365.0;1350.0;41.0;1340.0;0.03;0.993;365.0;325.0;30.0;18.0;0.0
338;1850;1958;43.0;1378.0;1352.0;42.0;1345.0;0.031;0.995;256.0;652.0;31.0;19.0;0.0
339;1654;1765;44.0;1458.0;1440.0;43.0;1435.0;0.03;0.997;698.0;985.0;32.0;20.0;0.0
340;1582;1685;45.0;1460.0;1408.0;45.0;1398.0;0.032;0.993;214.0;415.0;33.0;11.0;0.0
341;1235;1350;46.0;1425.0;1410.0;46.0;1369.0;0.033;0.971;265.0;698.0;34.0;12.0;0.0
342;1365;1470;47.0;1436.0;1420.0;47.0;1398.0;0.033;0.985;654.0;256.0;21.0;3.0;0.0
343;1450;1550;48.0;1469.0;1450.0;48.0;1440.0;0.033;0.993;456.0;258.0;22.0;14.0;0.0
344;1526;1630;66.0;785.0;452.0;26.0;430.0;0.058;0.951;23.0;8.0;25.0;12.0;0.0
345;30;1234;54.0;456.0;200.0;35.0;195.0;0.175;0.975;54.0;7.0;24.0;12.0;0.0
346;1050;1080;55.0;489.0;203.0;35.0;165.0;0.172;0.813;52.0;9.0;35.0;13.0;0.0
347;1565;1589;65.0;568.0;460.0;26.0;420.0;0.057;0.913;53.0;8.0;36.0;15.0;0.0
348;1235;1564;25.0;859.0;456.0;36.0;423.0;0.079;0.928;42.0;9.0;24.0;14.0;0.0
349;1236;1325;36.0;678.0;356.0;34.0;350.0;0.096;0.983;35.0;96.0;24.0;9.0;0.0
350;1232;1652;45.0;598.0;256.0;26.0;243.0;0.102;0.949;52.0;89.0;45.0;8.0;0.0
351;1451;1654;56.0;657.0;356.0;35.0;321.0;0.098;0.902;42.0;89.0;46.0;16.0;0.0
352;1654;1789;65.0;859.0;456.0;34.0;426.0;0.075;0.934;53.0;74.0;41.0;15.0;0.0
353;1245;1654;32.0;654.0;321.0;36.0;310.0;0.112;0.966;51.0;85.0;35.0;14.0;0.0
354;1124;1235;52.0;587.0;356.0;45.0;324.0;0.126;0.91;42.0;96.0;38.0;12.0;0.0
355;1965;1654;63.0;526.0;321.0;25.0;311.0;0.078;0.969;55.0;75.0;39.0;13.0;0.0
356;1547;1987;41.0;1354.0;750.0;35.0;659.0;0.047;0.879;51.0;86.0;34.0;12.0;0.0
357;1895;1999;52.0;1456.0;700.0;26.0;680.0;0.037;0.971;42.0;95.0;37.0;8.0;0.0
358;1365;1456;63.0;542.0;256.0;33.0;235.0;0.129;0.918;41.0;74.0;28.0;9.0;0.0
359;1269;1356;56.0;1453.0;652.0;36.0;620.0;0.055;0.951;43.0;102.0;26.0;7.0;0.0
360;1248;1564;54.0;987.0;456.0;35.0;432.0;0.077;0.947;52.0;132.0;37.0;15.0;0.0
361;1569;1695;54.0;568.0;253.0;32.0;241.0;0.126;0.953;63.0;125.0;28.0;12.0;0.0
362;1854;1965;63.0;596.0;256.0;31.0;236.0;0.121;0.922;42.0;165.0;54.0;13.0;0.0
363;1654;1987;56.0;587.0;289.0;45.0;269.0;0.156;0.931;53.0;145.0;53.0;14.0;0.0
364;1235;1356;45.0;458.0;246.0;42.0;231.0;0.171;0.939;62.0;198.0;53.0;13.0;0.0
365;1654;1856;69.0;769.0;350.0;35.0;342.0;0.1;0.977;54.0;136.0;56.0;12.0;0.0
366;1223;1355;25.0;958.0;850.0;32.0;750.0;0.038;0.882;52.0;105.0;58.0;11.0;0.0
367;1451;1555;36.0;698.0;564.0;31.0;520.0;0.055;0.922;65.0;132.0;32.0;10.0;0.0
368;1754;1654;31.0;879.0;423.0;33.0;398.0;0.078;0.941;63.0;165.0;21.0;10.0;0.0
369;1695;1672;25.0;568.0;350.0;45.0;326.0;0.129;0.931;54.0;124.0;22.0;12.0;0.0
370;1253;1286;65.0;569.0;321.0;42.0;311.0;0.131;0.969;61.0;135.0;16.0;15.0;0.0
371;1896;1995;45.0;845.0;423.0;44.0;421.0;0.104;0.995;54.0;126.0;24.0;14.0;0.0
372;1456;1566;15.0;687.0;325.0;41.0;312.0;0.126;0.96;43.0;102.0;25.0;28.0;0.0
373;1985;1999;16.0;869.0;423.0;46.0;410.0;0.109;0.969;32.0;103.0;33.0;9.0;0.0
374;1554;1666;24.0;589.0;234.0;47.0;210.0;0.201;0.897;54.0;156.0;44.0;7.0;0.0
375;1665;1689;53.0;987.0;456.0;42.0;321.0;0.092;0.704;56.0;145.0;42.0;5.0;0.0
376;1478;1563;65.0;689.0;254.0;43.0;210.0;0.169;0.827;54.0;198.0;41.0;12.0;0.0
377;1998;1999;34.0;1058.0;500.0;45.0;459.0;0.09;0.918;42.0;175.0;56.0;9.0;0.0
378;1887;1987;38.0;1069.0;524.0;38.0;501.0;0.073;0.956;34.0;165.0;32.0;11.0;0.0
379;1888;1965;39.0;1289.0;621.0;34.0;623.0;0.055;1.003;42.0;123.0;60.0;13.0;0.0
380;1997;1998;34.0;1356.0;1000.0;49.0;900.0;0.049;0.9;42.0;102.0;72.0;12.0;0.0
381;1632;1765;54.0;1254.0;625.0;48.0;562.0;0.077;0.899;52.0;106.0;45.0;14.0;1.0
382;1322;1456;65.0;1325.0;623.0;45.0;614.0;0.072;0.986;53.0;125.0;65.0;12.0;0.0
383;1622;1744;18.0;1364.0;623.0;46.0;600.0;0.074;0.963;51.0;156.0;24.0;12.0;0.0
384;1489;1564;78.0;985.0;425.0;42.0;859.0;0.099;2.021;43.0;153.0;27.0;13.0;0.0
385;1654;1546;49.0;968.0;450.0;43.0;963.0;0.096;2.14;62.0;145.0;54.0;11.0;0.0
386;1596;1645;50.0;974.0;453.0;35.0;965.0;0.077;2.13;52.0;169.0;54.0;10.0;0.0
387;1365;1456;45.0;1045.0;521.0;36.0;501.0;0.069;0.962;42.0;102.0;35.0;14.0;0.0
388;1895;1965;45.0;1065.0;532.0;38.0;523.0;0.071;0.983;52.0;124.0;65.0;9.0;0.0
389;1489;1545;68.0;1235.0;563.0;39.0;523.0;0.069;0.929;53.0;165.0;24.0;8.0;0.0
390;1459;1658;59.0;1345.0;623.0;34.0;620.0;0.055;0.995;51.0;145.0;35.0;12.0;0.0
391;1896;1965;57.0;1265.0;523.0;37.0;511.0;0.071;0.977;456.0;125.0;26.0;10.0;0.0
392;1654;1987;24.0;1333.0;623.0;45.0;599.0;0.072;0.961;524.0;123.0;57.0;12.0;0.0
393;1225;1356;65.0;1345.0;452.0;49.0;444.0;0.108;0.982;634.0;103.0;48.0;11.0;0.0
394;1965;1984;14.0;1023.0;654.0;46.0;632.0;0.07;0.966;512.0;165.0;46.0;13.0;0.0
395;1658;1689;43.0;1002.0;354.0;47.0;326.0;0.133;0.921;534.0;123.0;57.0;14.0;0.0
396;1655;1688;52.0;1032.0;652.0;36.0;623.0;0.055;0.956;534.0;145.0;68.0;14.0;0.0
397;1965;1968;62.0;1065.0;625.0;39.0;600.0;0.062;0.96;514.0;165.0;25.0;12.0;0.0
398;1356;1456;85.0;1003.0;456.0;38.0;423.0;0.083;0.928;531.0;126.0;69.0;10.0;0.0
399;1998;1999;64.0;1269.0;563.0;38.0;542.0;0.067;0.963;621.0;123.0;54.0;11.0;0.0
400;1452;1564;54.0;1365.0;546.0;39.0;526.0;0.071;0.963;423.0;156.0;35.0;9.0;0.0
401;1654;1489;25.0;1456.0;500.0;54.0;480.0;0.108;0.96;0.0;186.0;24.0;7.0;0.0
402;1325;1564;36.0;1324.0;456.0;36.0;423.0;0.079;0.928;52.0;11.0;26.0;15.0;0.0
403;1665;1664;31.0;1236.0;623.0;45.0;600.0;0.072;0.963;53.0;15.0;40.0;12.0;0.0
404;1165;1965;25.0;1254.0;562.0;47.0;523.0;0.084;0.931;42.0;12.0;10.0;13.0;0.0
405;1694;987;65.0;1125.0;564.0;42.0;541.0;0.074;0.959;35.0;13.0;15.0;14.0;0.0
406;1325;1265;45.0;1224.0;589.0;43.0;596.0;0.073;1.012;52.0;12.0;54.0;13.0;0.0
407;1986;5;15.0;1663.0;564.0;45.0;521.0;0.08;0.924;42.0;12.0;55.0;12.0;0.0
408;1345;1965;16.0;1552.0;546.0;38.0;521.0;0.07;0.954;53.0;96.0;15.0;11.0;0.0
409;1965;1655;24.0;1203.0;622.0;34.0;610.0;0.055;0.981;51.0;89.0;23.0;10.0;0.0
410;1547;1456;53.0;1032.0;523.0;49.0;510.0;0.094;0.975;42.0;89.0;58.0;10.0;0.0
411;1432;1235;65.0;1056.0;450.0;48.0;421.0;0.107;0.936;55.0;74.0;23.0;12.0;0.0
412;1965;1896;34.0;1012.0;564.0;45.0;542.0;0.08;0.961;51.0;85.0;13.0;15.0;0.0
413;1235;1241;38.0;1011.0;562.0;46.0;521.0;0.082;0.927;42.0;96.0;16.0;14.0;0.0
414;966;1021;55.0;1102.0;456.0;42.0;412.0;0.092;0.904;41.0;75.0;35.0;11.0;0.0
415;985;1203;48.0;1032.0;498.0;43.0;450.0;0.086;0.904;43.0;86.0;13.0;12.0;0.0
416;1569;1423;65.0;1002.0;456.0;35.0;421.0;0.077;0.923;52.0;95.0;32.0;13.0;0.0
417;856;785;25.0;1230.0;658.0;36.0;564.0;0.055;0.857;63.0;74.0;15.0;16.0;0.0
418;1456;1356;36.0;1012.0;754.0;38.0;658.0;0.05;0.873;42.0;102.0;18.0;15.0;0.0
419;1689;1985;45.0;1045.0;654.0;39.0;623.0;0.06;0.953;53.0;132.0;19.0;16.0;0.0
420;1357;1456;56.0;1025.0;623.0;34.0;601.0;0.055;0.965;62.0;125.0;25.0;18.0;0.0
421;1774;1894;65.0;1014.0;632.0;37.0;635.0;0.059;1.005;54.0;165.0;23.0;19.0;0.0
422;1655;1956;32.0;1000.0;653.0;45.0;621.0;0.069;0.951;478.0;145.0;29.0;18.0;0.0
423;956;1001;52.0;985.0;568.0;54.0;521.0;0.095;0.917;236.0;198.0;26.0;19.0;0.0
424;965;1021;63.0;968.0;594.0;56.0;563.0;0.094;0.948;125.0;136.0;42.0;20.0;0.0
425;856;956;41.0;952.0;748.0;57.0;654.0;0.076;0.874;147.0;105.0;45.0;15.0;0.0
426;745;854;52.0;974.0;759.0;40.0;772.0;0.053;1.017;236.0;132.0;41.0;16.0;0.0
427;1165;1123;63.0;963.0;748.0;41.0;732.0;0.055;0.979;245.0;165.0;42.0;14.0;0.0
428;1669;1456;56.0;952.0;765.0;42.0;741.0;0.055;0.969;236.0;124.0;43.0;16.0;0.0
429;1564;1654;54.0;985.0;749.0;43.0;723.0;0.057;0.965;745.0;135.0;45.0;17.0;0.0
430;1694;1785;65.0;964.0;725.0;45.0;714.0;0.062;0.985;741.0;126.0;46.0;18.0;0.0
431;1598;1256;55.0;974.0;746.0;46.0;721.0;0.062;0.966;564.0;102.0;47.0;18.0;0.0
432;1499;1564;57.0;942.0;712.0;47.0;701.0;0.066;0.985;326.0;103.0;48.0;12.0;0.0
433;1325;1456;59.0;1022.0;759.0;48.0;752.0;0.063;0.991;236.0;156.0;49.0;4.0;0.0
434;1664;1564;87.0;1033.0;625.0;26.0;632.0;0.042;1.011;145.0;145.0;42.0;10.0;0.0
435;1694;1565;56.0;1044.0;546.0;35.0;521.0;0.064;0.954;123.0;198.0;45.0;19.0;0.0
436;1994;1896;58.0;1002.0;530.0;35.0;512.0;0.066;0.966;236.0;175.0;46.0;17.0;0.0
437;1695;1689;59.0;1003.0;524.0;26.0;501.0;0.05;0.956;254.0;165.0;43.0;5.0;0.0
438;1321;1456;57.0;1020.0;522.0;36.0;511.0;0.069;0.979;145.0;123.0;48.0;6.0;0.0
439;1231;1564;24.0;1302.0;533.0;34.0;510.0;0.064;0.957;236.0;102.0;42.0;8.0;0.0
440;956;895;65.0;1456.0;511.0;26.0;501.0;0.051;0.98;125.0;106.0;49.0;14.0;0.0
441;865;789;14.0;984.0;564.0;35.0;523.0;0.062;0.927;455.0;125.0;48.0;11.0;0.0
442;789;740;43.0;855.0;598.0;34.0;587.0;0.057;0.982;564.0;156.0;46.0;9.0;0.0
443;1023;965;52.0;1235.0;765.0;45.0;741.0;0.059;0.969;326.0;153.0;45.0;12.0;0.0
444;1045;985;62.0;987.0;420.0;25.0;410.0;0.06;0.976;236.0;145.0;42.0;7.0;0.0
445;1002;997;85.0;964.0;465.0;45.0;451.0;0.097;0.97;145.0;169.0;46.0;18.0;0.0
446;1402;1520;64.0;963.0;435.0;46.0;421.0;0.106;0.968;123.0;102.0;42.0;17.0;0.0
447;1032;1324;54.0;1221.0;495.0;35.0;425.0;0.071;0.859;236.0;124.0;41.0;13.0;0.0
448;1506;1654;69.0;1012.0;512.0;65.0;510.0;0.127;0.996;254.0;165.0;41.0;16.0;0.0
449;1056;1245;58.0;1032.0;466.0;59.0;421.0;0.127;0.903;546.0;154.0;46.0;18.0;0.0
450;897;1023;45.0;985.0;654.0;54.0;524.0;0.083;0.801;856.0;121.0;48.0;19.0;0.0
451;951;927;57.0;1132.0;512.0;42.0;502.0;0.082;0.98;567.0;134.0;47.0;17.0;0.0
452;1236;1056;65.0;1225.0;624.0;49.0;614.0;0.079;0.984;447.0;132.0;46.0;18.0;0.0
453;1145;1032;53.0;989.0;562.0;46.0;532.0;0.082;0.947;333.0;126.0;39.0;17.0;0.0
454;1098;999;52.0;1011.0;567.0;46.0;546.0;0.081;0.963;462.0;131.0;38.0;14.0;0.0
455;1120;1020;62.0;1022.0;561.0;48.0;532.0;0.086;0.948;444.0;136.0;37.0;15.0;0.0
456;1263;1210;67.0;1113.0;624.0;56.0;569.0;0.09;0.912;512.0;122.0;42.0;17.0;0.0
457;1296;1103;61.0;1033.0;612.0;52.0;594.0;0.085;0.971;495.0;157.0;46.0;15.0;0.0
458;1032;925;67.0;1098.0;601.0;49.0;586.0;0.082;0.975;523.0;149.0;39.0;16.0;0.0
459;1325;1265;62.0;1156.0;625.0;50.0;617.0;0.08;0.987;511.0;139.0;41.0;14.0;0.0
460;1483;1362;68.0;1265.0;612.0;54.0;591.0;0.088;0.966;459.0;136.0;40.0;16.0;0.0
461;1267;1132;60.0;1132.0;502.0;51.0;490.0;0.102;0.976;265.0;122.0;46.0;13.0;0.0
462;1102;1032;53.0;1069.0;546.0;54.0;531.0;0.099;0.973;412.0;121.0;39.0;16.0;0.0
463;1162;1109;57.0;1062.0;548.0;55.0;521.0;0.1;0.951;489.0;129.0;41.0;12.0;0.0
464;1159;1103;68.0;1156.0;625.0;61.0;611.0;0.098;0.978;478.0;126.0;42.0;17.0;1.0
465;1148;1129;62.0;1189.0;612.0;59.0;598.0;0.096;0.977;512.0;123.0;46.0;13.0;0.0
466;1326;1265;61.0;1023.0;604.0;57.0;578.0;0.094;0.957;456.0;112.0;43.0;16.0;0.0
467;1489;1325;69.0;956.0;562.0;53.0;546.0;0.094;0.972;492.0;126.0;40.0;13.0;1.0
468;1245;1189;56.0;946.0;549.0;51.0;512.0;0.093;0.933;397.0;138.0;39.0;17.0;0.0
469;1362;1168;59.0;980.0;602.0;61.0;546.0;0.101;0.907;392.0;143.0;45.0;15.0;0.0
470;1169;983;53.0;1325.0;621.0;60.0;609.0;0.097;0.981;368.0;141.0;46.0;14.0;0.0
471;1095;985;53.0;989.0;546.0;56.0;522.0;0.103;0.956;532.0;139.0;49.0;13.0;0.0
472;1078;943;51.0;1166.0;576.0;58.0;549.0;0.101;0.953;486.0;147.0;43.0;17.0;0.0
473;1165;1023;57.0;1032.0;549.0;53.0;531.0;0.097;0.967;496.0;132.0;41.0;15.0;0.0
474;1298;1163;61.0;1062.0;553.0;53.0;541.0;0.096;0.978;485.0;119.0;39.0;18.0;0.0
475;1497;1230;64.0;1069.0;556.0;55.0;536.0;0.099;0.964;523.0;142.0;38.0;16.0;0.0
476;1388;1263;64.0;1154.0;572.0;57.0;549.0;0.1;0.96;514.0;136.0;39.0;18.0;0.0
477;1394;1153;58.0;1259.0;624.0;62.0;601.0;0.099;0.963;511.0;135.0;41.0;16.0;1.0
478;1257;1198;59.0;1562.0;681.0;68.0;627.0;0.1;0.921;498.0;122.0;39.0;17.0;1.0
479;1159;1030;51.0;1263.0;562.0;53.0;548.0;0.094;0.975;485.0;124.0;37.0;13.0;1.0
480;1490;1392;67.0;1659.0;652.0;67.0;612.0;0.103;0.939;426.0;165.0;38.0;14.0;0.0
481;1023;981;54.0;1689.0;642.0;66.0;602.0;0.103;0.938;452.0;126.0;36.0;15.0;0.0
482;1483;1265;59.0;1562.0;562.0;56.0;546.0;0.1;0.972;462.0;119.0;41.0;14.0;0.0
483;1462;1132;58.0;1435.0;543.0;55.0;512.0;0.101;0.943;512.0;998.0;40.0;16.0;0.0
484;1325;1277;67.0;1421.0;621.0;61.0;602.0;0.098;0.969;487.0;863.0;36.0;13.0;0.0
485;1233;1119;61.0;1132.0;501.0;51.0;498.0;0.102;0.994;463.0;164.0;39.0;17.0;0.0
486;1212;1189;60.0;1026.0;562.0;55.0;536.0;0.098;0.954;453.0;162.0;39.0;14.0;0.0
487;1453;1367;66.0;1624.0;620.0;62.0;589.0;0.1;0.95;483.0;152.0;42.0;15.0;0.0
488;1322;1277;64.0;1555.0;562.0;56.0;536.0;0.1;0.954;479.0;139.0;43.0;13.0;0.0
489;1263;1199;59.0;1325.0;578.0;57.0;542.0;0.099;0.938;398.0;132.0;39.0;12.0;0.0
490;1298;1207;61.0;1624.0;594.0;58.0;579.0;0.098;0.975;387.0;126.0;41.0;15.0;0.0
491;1486;1365;63.0;1487.0;599.0;59.0;581.0;0.098;0.97;512.0;145.0;45.0;17.0;0.0
492;1499;1322;66.0;1114.0;517.0;51.0;489.0;0.099;0.946;517.0;132.0;43.0;16.0;0.0
