profile id;#friends;#following;#community;age;#postshared;#urlshared;#photos/videos;fpurls;fpphotos/videos;avgcomment/post;likes/post;tags/post;#tags/post;Label
331;1850;1950;48;1425;1410;38;1390;2,70E+13;9,86E+13;789;987;48;11;0
332;1452;1542;49;1365;1340;39;1330;2,91E+12;9,93E+13;875;575;49;12;0
333;1564;1654;38;1450;1400;54;1390;3,86E+13;9,93E+13;254;546;25;13;0
334;1254;1350;39;1460;1400;56;1380;4;9,86E+13;245;254;26;14;0
335;1354;1556;40;1396;1350;57;1340;4,22E+13;9,93E+13;654;546;27;15;0
336;1698;1769;41;1450;1436;40;1420;2,79E+13;9,89E+13;548;854;28;16;0
337;1769;1850;42;1365;1350;41;1340;3,04E+12;9,93E+13;365;325;30;18;0
338;1850;1958;43;1378;1352;42;1345;3,11E+13;9,95E+12;256;652;31;19;0
339;1654;1765;44;1458;1440;43;1435;2,99E+13;9,97E+13;698;985;32;20;0
340;1582;1685;45;1460;1408;45;1398;3,20E+13;9,93E+13;214;415;33;11;0
341;1235;1350;46;1425;1410;46;1369;3,26E+13;9,71E+12;265;698;34;12;0
342;1365;1470;47;1436;1420;47;1398;3,31E+13;9,85E+13;654;256;21;3;0
343;1450;1550;48;1469;1450;48;1440;3,31E+13;9,93E+13;456;258;22;14;0
344;1526;1630;66;785;452;26;430;5,75E+13;9,51E+13;23;8;25;12;0
345;-30;1234;54;456;200;35;195;175;975;54;7;24;12;0
346;1050;1080;55;489;203;35;165;1,72E+13;8,13E+12;52;9;35;13;0
347;1565;1589;65;568;460;26;420;5,65E+13;9,13E+13;53;8;36;15;0
348;1235;1564;25;859;456;36;423;7,89E+13;9,28E+13;42;9;24;14;0
349;1236;1325;36;678;356;34;350;9,55E+13;9,83E+13;35;96;24;9;0
350;1232;1652;45;598;256;26;243;1015625;94921875;52;89;45;8;0
351;1451;1654;56;657;356;35;321;9,83E+13;9,02E+13;42;89;46;16;0
352;1654;1789;65;859;456;34;426;7,46E+13;9,34E+13;53;74;41;15;0
353;1245;1654;32;654;321;36;310;1,12E+13;9,66E+13;51;85;35;14;0
354;1124;1235;52;587;356;45;324;1,26E+13;9,10E+13;42;96;38;12;0
355;1965;1654;63;526;321;25;311;7,79E+13;9,69E+13;55;75;39;13;0
356;1547;1987;41;1354;750;35;659;4,67E+13;8,79E+13;51;86;34;12;0
357;1895;1999;52;1456;700;26;680;3,71E+13;9,71E+13;42;95;37;8;0
358;1365;1456;63;542;256;33;235;12890625;91796875;41;74;28;9;0
359;1269;1356;56;1453;652;36;620;5,52E+12;9,51E+13;43;102;26;7;0
360;1248;1564;54;987;456;35;432;7,68E+13;9,47E+13;52;132;37;15;0
361;1569;1695;54;568;253;32;241;1,26E+13;9,53E+13;63;125;28;12;0
362;1854;1965;63;596;256;31;236;12109375;921875;42;165;54;13;0
363;1654;1987;56;587;289;45;269;1,56E+13;9,31E+13;53;145;53;14;0
364;1235;1356;45;458;246;42;231;1,71E+13;9,39E+12;62;198;53;13;0
365;1654;1856;69;769;350;35;342;1;9,77E+13;54;136;56;12;0
366;1223;1355;25;958;850;32;750;3,76E+13;8,82E+13;52;105;58;11;0
367;1451;1555;36;698;564;31;520;5,50E+13;9,22E+13;65;132;32;10;0
368;1754;1654;31;879;423;33;398;7,80E+13;9,41E+13;63;165;21;10;0
369;1695;1672;25;568;350;45;326;1,29E+13;9,31E+13;54;124;22;12;0
370;1253;1286;65;569;321;42;311;1,31E+13;9,69E+13;61;135;16;15;0
371;1896;1995;45;845;423;44;421;1,04E+13;9,95E+13;54;126;24;14;0
372;1456;1566;15;687;325;41;312;1,26E+13;96;43;102;25;28;0
373;1985;1999;16;869;423;46;410;1,09E+13;9,69E+13;32;103;33;9;0
374;1554;1666;24;589;234;47;210;2,01E+12;8,97E+12;54;156;44;7;0
375;1665;1689;53;987;456;42;321;9,21E+13;7,04E+13;56;145;42;5;0
376;1478;1563;65;689;254;43;210;1,69E+13;8,27E+13;54;198;41;12;0
377;1998;1999;34;1058;500;45;459;9;918;42;175;56;9;0
378;1887;1987;38;1069;524;38;501;7,25E+13;9,56E+13;34;165;32;11;0
379;1888;1965;39;1289;621;34;623;5,48E+12;1,00E+13;42;123;60;13;0
380;1997;1998;34;1356;1000;49;900;49;9;42;102;72;12;0
381;1632;1765;54;1254;625;48;562;768;8992;52;106;45;14;1
382;1322;1456;65;1325;623;45;614;7,22E+12;9,86E+13;53;125;65;12;0
383;1622;1744;18;1364;623;46;600;7,38E+13;9,63E+13;51;156;24;12;0
384;1489;1564;78;985;425;42;859;9,88E+13;2,02E+13;43;153;27;13;0
385;1654;1546;49;968;450;43;963;9,56E+13;214;62;145;54;11;0
386;1596;1645;50;974;453;35;965;7,73E+13;2,13E+13;52;169;54;10;0
387;1365;1456;45;1045;521;36;501;6,91E+13;9,62E+12;42;102;35;14;0
388;1895;1965;45;1065;532;38;523;7,14E+13;9,83E+13;52;124;65;9;0
389;1489;1545;68;1235;563;39;523;6,93E+13;9,29E+13;53;165;24;8;0
390;1459;1658;59;1345;623;34;620;5,46E+13;9,95E+13;51;145;35;12;0
391;1896;1965;57;1265;523;37;511;7,07E+12;9,77E+13;456;125;26;10;0
392;1654;1987;24;1333;623;45;599;7,22E+12;9,61E+13;524;123;57;12;0
393;1225;1356;65;1345;452;49;444;1,08E+13;9,82E+13;634;103;48;11;0
394;1965;1984;14;1023;654;46;632;7,03E+13;9,66E+13;512;165;46;13;0
395;1658;1689;43;1002;354;47;326;1,33E+13;9,21E+13;534;123;57;14;0
396;1655;1688;52;1032;652;36;623;5,52E+12;9,56E+13;534;145;68;14;0
397;1965;1968;62;1065;625;39;600;624;96;514;165;25;12;0
398;1356;1456;85;1003;456;38;423;8,33E+13;9,28E+13;531;126;69;10;0
399;1998;1999;64;1269;563;38;542;6,75E+13;9,63E+13;621;123;54;11;0
400;1452;1564;54;1365;546;39;526;7,14E+13;9,63E+13;423;156;35;9;0
401;1654;1489;25;1456;500;54;480;108;96;0;186;24;7;0
402;1325;1564;36;1324;456;36;423;7,89E+13;9,28E+13;52;11;26;15;0
403;1665;1664;31;1236;623;45;600;7,22E+12;9,63E+13;53;15;40;12;0
404;1165;1965;25;1254;562;47;523;8,36E+13;9,31E+13;42;12;10;13;0
405;1694;987;65;1125;564;42;541;7,45E+13;9,59E+13;35;13;15;14;0
406;1325;1265;45;1224;589;43;596;7,30E+13;1,01E+13;52;12;54;13;0
407;1986;-5;15;1663;564;45;521;7,98E+13;9,24E+13;42;12;55;12;0
408;1345;1965;16;1552;546;38;521;6,96E+12;9,54E+13;53;96;15;11;0
409;1965;1655;24;1203;622;34;610;5,47E+13;9,81E+13;51;89;23;10;0
410;1547;1456;53;1032;523;49;510;9,37E+13;9,75E+13;42;89;58;10;0
411;1432;1235;65;1056;450;48;421;1,07E+13;9,36E+13;55;74;23;12;0
412;1965;1896;34;1012;564;45;542;7,98E+13;9,61E+13;51;85;13;15;0
413;1235;1241;38;1011;562;46;521;8,19E+13;9,27E+12;42;96;16;14;0
414;966;1021;55;1102;456;42;412;9,21E+13;9,04E+13;41;75;35;11;0
415;985;1203;48;1032;498;43;450;8,63E+13;9,04E+13;43;86;13;12;0
416;1569;1423;65;1002;456;35;421;7,68E+13;9,23E+13;52;95;32;13;0
417;856;785;25;1230;658;36;564;5,47E+13;8,57E+13;63;74;15;16;0
418;1456;1356;36;1012;754;38;658;5,04E+13;8,73E+13;42;102;18;15;0
419;1689;1985;45;1045;654;39;623;5,96E+13;9,53E+12;53;132;19;16;0
420;1357;1456;56;1025;623;34;601;5,46E+13;9,65E+13;62;125;25;18;0
421;1774;1894;65;1014;632;37;635;5,85E+13;1,00E+12;54;165;23;19;0
422;1655;1956;32;1000;653;45;621;6,89E+13;9,51E+12;478;145;29;18;0
423;956;1001;52;985;568;54;521;9,51E+13;9,17E+13;236;198;26;19;0
424;965;1021;63;968;594;56;563;9,43E+13;9,48E+13;125;136;42;20;0
425;856;956;41;952;748;57;654;7,62E+12;8,74E+13;147;105;45;15;0
426;745;854;52;974;759;40;772;5,27E+12;1,02E+13;236;132;41;16;0
427;1165;1123;63;963;748;41;732;5,48E+13;9,79E+13;245;165;42;14;0
428;1669;1456;56;952;765;42;741;5,49E+13;9,69E+13;236;124;43;16;0
429;1564;1654;54;985;749;43;723;5,74E+13;9,65E+12;745;135;45;17;0
430;1694;1785;65;964;725;45;714;6,21E+13;9,85E+12;741;126;46;18;0
431;1598;1256;55;974;746;46;721;6,17E+13;9,66E+13;564;102;47;18;0
432;1499;1564;57;942;712;47;701;6,60E+13;9,85E+13;326;103;48;12;0
433;1325;1456;59;1022;759;48;752;6,32E+13;9,91E+13;236;156;49;4;0
434;1664;1564;87;1033;625;26;632;416;10112;145;145;42;10;0
435;1694;1565;56;1044;546;35;521;6,41E+13;9,54E+13;123;198;45;19;0
436;1994;1896;58;1002;530;35;512;6,60E+13;9,66E+13;236;175;46;17;0
437;1695;1689;59;1003;524;26;501;4,96E+13;9,56E+13;254;165;43;5;0
438;1321;1456;57;1020;522;36;511;6,90E+13;9,79E+13;145;123;48;6;0
439;1231;1564;24;1302;533;34;510;6,38E+13;9,57E+13;236;102;42;8;0
440;956;895;65;1456;511;26;501;5,09E+13;9,80E+13;125;106;49;14;0
441;865;789;14;984;564;35;523;6,21E+13;9,27E+13;455;125;48;11;0
442;789;740;43;855;598;34;587;5,69E+12;9,82E+13;564;156;46;9;0
443;1023;965;52;1235;765;45;741;5,88E+13;9,69E+13;326;153;45;12;0
444;1045;985;62;987;420;25;410;5,95E+12;9,76E+13;236;145;42;7;0
445;1002;997;85;964;465;45;451;9,68E+13;9,70E+13;145;169;46;18;0
446;1402;1520;64;963;435;46;421;1,06E+13;9,68E+13;123;102;42;17;0
447;1032;1324;54;1221;495;35;425;7,07E+13;8,59E+13;236;124;41;13;0
448;1506;1654;69;1012;512;65;510;126953125;99609375;254;165;41;16;0
449;1056;1245;58;1032;466;59;421;1,27E+13;9,03E+13;546;154;46;18;0
450;897;1023;45;985;654;54;524;8,26E+12;8,01E+13;856;121;48;19;0
451;951;927;57;1132;512;42;502;8203125;98046875;567;134;47;17;0
452;1236;1056;65;1225;624;49;614;7,85E+13;9,84E+13;447;132;46;18;0
453;1145;1032;53;989;562;46;532;8,19E+13;9,47E+13;333;126;39;17;0
454;1098;999;52;1011;567;46;546;8,11E+13;9,63E+13;462;131;38;14;0
455;1120;1020;62;1022;561;48;532;8,56E+13;9,48E+13;444;136;37;15;0
456;1263;1210;67;1113;624;56;569;8,97E+12;9,12E+13;512;122;42;17;0
457;1296;1103;61;1033;612;52;594;8,50E+13;9,71E+13;495;157;46;15;0
458;1032;925;67;1098;601;49;586;8,15E+12;9,75E+13;523;149;39;16;0
459;1325;1265;62;1156;625;50;617;8;9872;511;139;41;14;0
460;1483;1362;68;1265;612;54;591;8,82E+13;9,66E+12;459;136;40;16;0
461;1267;1132;60;1132;502;51;490;1,02E+13;9,76E+13;265;122;46;13;0
462;1102;1032;53;1069;546;54;531;9,89E+13;9,73E+13;412;121;39;16;0
463;1162;1109;57;1062;548;55;521;1,00E+13;9,51E+12;489;129;41;12;0
464;1159;1103;68;1156;625;61;611;976;9776;478;126;42;17;1
465;1148;1129;62;1189;612;59;598;9,64E+12;9,77E+13;512;123;46;13;0
466;1326;1265;61;1023;604;57;578;9,44E+13;9,57E+13;456;112;43;16;0
467;1489;1325;69;956;562;53;546;9,43E+13;9,72E+13;492;126;40;13;1
468;1245;1189;56;946;549;51;512;9,29E+13;9,33E+13;397;138;39;17;0
469;1362;1168;59;980;602;61;546;1,01E+13;9,07E+13;392;143;45;15;0
470;1169;983;53;1325;621;60;609;9,66E+13;9,81E+13;368;141;46;14;0
471;1095;985;53;989;546;56;522;1,03E+12;9,56E+13;532;139;49;13;0
472;1078;943;51;1166;576;58;549;1,01E+13;953125;486;147;43;17;0
473;1165;1023;57;1032;549;53;531;9,65E+13;9,67E+12;496;132;41;15;0
474;1298;1163;61;1062;553;53;541;9,58E+13;9,78E+13;485;119;39;18;0
475;1497;1230;64;1069;556;55;536;9,89E+13;9,64E+13;523;142;38;16;0
476;1388;1263;64;1154;572;57;549;9,97E+12;9,60E+13;514;136;39;18;0
477;1394;1153;58;1259;624;62;601;9,94E+13;9,63E+13;511;135;41;16;1
478;1257;1198;59;1562;681;68;627;9,99E+12;9,21E+13;498;122;39;17;1
479;1159;1030;51;1263;562;53;548;9,43E+13;9,75E+13;485;124;37;13;1
480;1490;1392;67;1659;652;67;612;1,03E+13;9,39E+13;426;165;38;14;0
481;1023;981;54;1689;642;66;602;1,03E+13;9,38E+13;452;126;36;15;0
482;1483;1265;59;1562;562;56;546;9,96E+13;9,72E+13;462;119;41;14;0
483;1462;1132;58;1435;543;55;512;1,01E+13;9,43E+13;512;998;40;16;0
484;1325;1277;67;1421;621;61;602;9,82E+13;9,69E+13;487;863;36;13;0
485;1233;1119;61;1132;501;51;498;1,02E+13;9,94E+12;463;164;39;17;0
486;1212;1189;60;1026;562;55;536;9,79E+13;9,54E+13;453;162;39;14;0
487;1453;1367;66;1624;620;62;589;1;95;483;152;42;15;0
488;1322;1277;64;1555;562;56;536;9,96E+13;9,54E+13;479;139;43;13;0
489;1263;1199;59;1325;578;57;542;9,86E+13;9,38E+13;398;132;39;12;0
490;1298;1207;61;1624;594;58;579;9,76E+13;9,75E+13;387;126;41;15;0
491;1486;1365;63;1487;599;59;581;9,85E+13;9,70E+13;512;145;45;17;0
492;1499;1322;66;1114;517;51;489;9,86E+13;9,46E+12;517;132;43;16;0
493;1369;1267;61;1452;562;54;526;9,61E+13;9,36E+13;503;128;46;15;0
494;1398;1244;62;1624;623;61;583;9,79E+13;9,36E+13;426;97;39;13;0
495;1444;1344;64;1462;596;59;548;9,90E+13;9,19E+13;447;83;35;17;0
496;1326;1241;60;1120;543;154;524;2,84E+13;9,65E+13;364;111;36;14;1
497;1251;1207;59;1432;598;58;569;9,70E+13;9,52E+13;46;94;39;16;1
498;1473;1399;65;1106;524;54;509;1,03E+12;9,71E+13;571;91;38;15;1
499;1407;1231;59;1153;503;250;487;4,97E+13;9,68E+13;523;96;40;16;0
500;1430;1400;66;1543;624;61;583;9,78E+12;9,34E+13;543;12;42;14;0
501;54;62;759;952;2295;265;2095;1,15E+13;9,13E+13;562;2297;43;28;1
502;56;1;562;785;2220;132;2213;5,95E+13;9,97E+13;563;4265;34;24;0
503;54;3;598;748;1122;1005;1122;8,96E+13;1;564;4796;35;26;1
504;34;73;563;796;2001;1765;1988;8,82E+13;9,94E+13;569;4831;47;21;1
505;23;49;684;1263;1846;1623;1832;8,79E+13;9,92E+13;568;4821;45;24;1
506;47;5;692;2540;3742;2956;3654;7,90E+13;9,76E+13;625;4712;34;29;1
507;22;53;635;2202;3303;2694;3299;8,16E+13;9,99E+13;635;5;37;27;1
508;33;2;789;2002;3001;2463;2997;8,21E+13;9,99E+13;624;5;49;26;0
509;44;1;982;2001;3456;1984;3441;5,74E+13;9,96E+13;699;22;47;20;1
510;56;83;629;2001;3216;2034;3102;6,32E+13;9,65E+13;684;489;39;30;1
511;57;85;784;798;2102;1874;2100;8,92E+13;9,99E+13;614;458;38;29;1
512;9;85;792;849;2203;1654;2199;7,51E+13;9,98E+13;958;362;30;30;0
513;10;94;777;895;2310;1987;2286;8,60E+13;9,90E+13;987;2789;50;21;0
514;12;4;999;1563;2445;1866;2441;7,63E+13;9,98E+13;948;289;40;22;1
515;11;129;888;1489;2326;1684;2321;7,24E+13;9,98E+13;954;261;46;24;1
516;13;35;992;1230;2001;1452;1990;7,26E+12;9,95E+13;962;423;43;30;1
517;43;36;603;1260;2223;1552;2220;6,98E+13;9,99E+13;952;487;45;22;1
518;31;85;651;1790;2745;1996;2740;7,27E+13;9,98E+13;684;462;46;23;1
519;99;9;532;1840;2864;1864;2862;6,51E+13;9,99E+13;567;425;43;28;1
520;78;8;521;984;2210;1684;2200;7,62E+13;9,95E+13;648;4657;34;27;1
521;76;7;546;956;2100;1423;2095;6,78E+13;9,98E+13;789;4871;33;29;0
522;65;72;584;975;2113;1489;2100;7,05E+13;9,94E+13;789;1187;44;26;1
523;85;72;596;985;2361;1876;2351;7,95E+13;9,96E+13;854;118;34;21;1
524;84;74;578;1562;2996;1994;2990;6,66E+13;9,98E+13;958;1987;35;22;1
525;83;85;521;1489;2456;1659;2450;6,75E+13;9,98E+13;911;1843;36;25;1
526;32;49;564;2190;3004;1846;3001;6,15E+13;9,99E+13;811;1462;37;22;1
527;31;5;574;2015;2995;1974;2110;6,59E+13;7,05E+13;611;14;38;26;1
528;30;98;532;2036;3002;1882;3001;6,27E+13;1,00E+14;711;19;39;22;1
529;40;99;598;2098;3016;1964;3002;6,51E+13;9,95E+13;659;17;30;28;1
530;50;75;584;2156;3123;1995;3100;6,39E+12;9,93E+13;852;16;40;27;1
531;60;75;782;2451;3645;2216;3640;6,08E+12;9,99E+13;854;221;50;26;1
532;65;64;795;2500;3556;2256;3410;6,34E+13;9,59E+13;856;357;49;30;1
533;75;84;784;2487;3512;2200;3510;6,26E+13;9,99E+11;953;687;50;26;1
534;9;93;842;2315;3621;2310;3620;6,38E+13;1,00E+14;981;268;48;21;1
535;10;4;846;1987;3337;2102;3330;6,30E+13;9,98E+13;853;245;47;24;1
536;12;43;892;863;1956;1450;1950;7,41E+13;9,97E+13;88;377;46;29;1
537;13;65;841;1487;2659;1846;2650;6,94E+13;9,97E+13;99;388;44;28;1
538;41;74;862;1985;2885;1946;2880;6,75E+13;9,98E+13;77;399;43;24;1
539;51;3;871;1879;2756;1997;2750;7,25E+13;9,98E+12;66;145;42;26;1
540;99;85;832;1569;2556;1625;2550;6,36E+13;9,98E+13;55;177;41;25;1
541;88;89;954;1486;2463;1554;2460;6,31E+13;9,99E+13;96;188;32;31;1
542;63;42;975;1256;2316;1469;2312;6,34E+13;9,98E+13;663;199;32;30;1
543;72;32;762;999;2113;1321;2099;6,25E+13;9,93E+13;665;463;33;22;1
544;39;27;743;985;2345;1466;2339;6,25E+13;9,97E+13;1;472;44;29;1
545;38;28;782;845;1645;1320;1639;8,02E+13;9,96E+13;1;425;34;27;1
546;45;29;741;763;1664;1360;1655;8,17E+13;9,95E+13;1;456;44;21;1
547;48;33;965;1298;1987;1456;1982;7,33E+13;9,97E+13;1;491;46;22;1
548;45;44;987;2000;3038;2030;3030;6,68E+13;9,97E+13;102;492;45;29;1
549;43;55;1156;2489;3346;2410;3345;7,20E+13;1,00E+13;103;49;46;25;1
550;23;67;1489;2132;3126;2130;3120;6,81E+13;9,98E+13;92;48;47;22;1
551;22;56;1263;2569;3896;2543;3891;6,53E+13;9,99E+13;93;47;48;24;1
